"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"High","2026-07-07 06:33:01 PM","2026-07-07 06:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 01:33:01 PM","2026-07-07 01:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-07 05:33:49 AM","2026-07-13 08:23:50 AM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Zero bandwidth usage","6d 2h 50m","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-07 05:13:53 AM","2026-07-13 08:23:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","6d 3h 10m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-07 05:13:53 AM","2026-07-13 08:23:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","6d 3h 10m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-07 03:13:53 AM","2026-07-07 03:23:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-07 03:13:53 AM","2026-07-07 03:23:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 01:48:01 AM","2026-07-07 02:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-07 01:03:01 AM","2026-07-07 01:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-07 12:09:46 AM","2026-07-07 12:15:46 AM","RESOLVED","ANU-APUA01-MPLS02","ICMP: High ICMP ping response time","6m","No","Actions (4)","alerttype: network performance, city: antigua, class: network, component: icmp, country: antigua, ip: 172.18.164.151, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 10:48:01 PM","2026-07-06 11:03:31 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m 30s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 10:18:01 PM","2026-07-06 10:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 08:48:01 PM","2026-07-06 09:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 07:48:01 PM","2026-07-06 08:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 07:18:01 PM","2026-07-06 07:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 06:48:31 PM","2026-07-06 07:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","14m 30s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 04:33:01 PM","2026-07-06 04:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 02:03:01 PM","2026-07-06 02:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 11:03:01 AM","2026-07-06 11:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-06 04:13:46 AM","2026-07-06 04:14:46 AM","RESOLVED","ANU-APUA01-MPLS02","ICMP: High ICMP ping response time","1m","No","Actions (4)","alerttype: network performance, city: antigua, class: network, component: icmp, country: antigua, ip: 172.18.164.151, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"High","2026-07-06 03:03:01 AM","2026-07-06 03:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-05 11:33:02 PM","2026-07-05 11:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","14m 59s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-05 10:33:01 PM","2026-07-05 10:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-05 09:33:01 PM","2026-07-05 09:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-05 07:18:01 PM","2026-07-05 07:48:16 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m 15s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-05 12:48:01 PM","2026-07-05 01:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-05 10:18:01 AM","2026-07-05 10:33:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-05 05:03:53 AM","2026-07-05 05:13:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-05 05:03:53 AM","2026-07-05 05:13:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-05 03:03:01 AM","2026-07-05 03:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-07-05 01:14:46 AM","2026-07-05 01:16:46 AM","RESOLVED","ANU-APUA01-MPLS02","ICMP: High ICMP ping response time","2m","No","Actions (4)","alerttype: network performance, city: antigua, class: network, component: icmp, country: antigua, ip: 172.18.164.151, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"High","2026-07-05 12:48:01 AM","2026-07-05 01:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-04 11:43:53 PM","2026-07-04 11:56:50 PM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","12m 57s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-04 11:43:53 PM","2026-07-04 11:56:50 PM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","12m 57s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-04 11:33:01 PM","2026-07-04 11:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-04 10:18:01 PM","2026-07-04 10:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-04 09:33:01 PM","2026-07-04 10:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-04 06:15:22 PM","2026-07-04 06:26:37 PM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","11m 15s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-04 06:15:22 PM","2026-07-04 06:26:37 PM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","11m 15s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-04 05:33:01 PM","2026-07-04 05:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-04 04:48:01 PM","2026-07-04 05:03:02 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m 1s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-04 03:03:01 PM","2026-07-04 03:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-04 02:18:02 PM","2026-07-04 02:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","29m 59s","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-04 06:48:01 AM","2026-07-04 07:03:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-04 06:15:22 AM","2026-07-04 06:25:22 AM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-04 06:15:22 AM","2026-07-04 06:25:22 AM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-04 05:23:53 AM","2026-07-04 05:36:51 AM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","12m 58s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-04 05:23:53 AM","2026-07-04 05:36:51 AM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","12m 58s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-03 11:18:01 PM","2026-07-03 11:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-03 10:48:01 PM","2026-07-03 11:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-03 08:33:01 PM","2026-07-03 08:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-03 08:03:01 PM","2026-07-03 08:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-03 06:33:01 PM","2026-07-03 06:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-03 04:33:53 PM","2026-07-03 04:43:53 PM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-03 02:03:01 PM","2026-07-03 02:18:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-03 05:33:52 AM","2026-07-03 05:43:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","10m 1s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-03 05:33:52 AM","2026-07-03 05:43:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","10m 1s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-03 03:33:53 AM","2026-07-03 03:43:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-03 03:33:53 AM","2026-07-03 03:43:53 AM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-03 01:33:01 AM","2026-07-03 02:18:01 AM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","45m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-02 11:23:53 PM","2026-07-02 11:36:52 PM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","12m 59s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-02 11:23:53 PM","2026-07-02 11:36:52 PM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","12m 59s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-02 10:33:53 PM","2026-07-02 10:43:53 PM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-02 10:33:53 PM","2026-07-02 10:43:53 PM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","10m","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-02 09:33:01 PM","2026-07-02 10:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","30m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-02 09:03:52 PM","2026-07-02 09:13:53 PM","RESOLVED","ANU-APUA01-MPLS02","Interface ae0(TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS): Link down","10m 1s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_ae0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: ae0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-07-02 09:03:52 PM","2026-07-02 09:13:53 PM","RESOLVED","ANU-APUA01-MPLS02","Interface et-0/0/0(TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS): Link down","10m 1s","No","Actions (4)","alerttype: availability, alias: TO_NAM-APUA-MPLS02_et-0/0/0_22768.CN_BKBN_MPLS, city: antigua, class: network, component: interface, country: antigua, interface: et-0/0/0, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-02 07:48:01 PM","2026-07-02 08:03:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-02 04:33:01 PM","2026-07-02 04:48:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-07-02 03:18:01 PM","2026-07-02 03:33:01 PM","RESOLVED","ANU-APUA01-MPLS02","Routing Engine 0: Temperature is above critical threshold: >60","15m","No","Actions (4)","alerttype: hardware, city: antigua, class: network, component: temperature, country: antigua, ip: 172.18.164.151, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
