"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"Average","2026-06-15 11:16:28 PM","2026-06-15 11:27:56 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","11m 28s","No","Actions (4)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-15 10:37:39 PM","2026-06-15 10:46:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","8m 49s","No","Actions (4)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-15 10:37:39 PM","2026-06-15 10:46:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","8m 49s","No","Actions (4)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-15 07:54:27 PM","2026-06-15 09:34:26 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","1h 39m 59s","No","Actions (4)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-15 07:34:27 PM","2026-06-15 07:44:27 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","10m","No","Actions (4)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-15 07:26:28 PM","2026-06-15 09:36:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","2h 10m","No","Actions (4)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-15 07:26:28 PM","2026-06-15 09:36:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","2h 10m","No","Actions (4)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-11 11:44:29 AM","2026-06-11 04:44:27 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/0(TO-GTM-CNCTJ-ME3801-GE-0/4_5002028.TR_NNI_XXX): Zero bandwidth usage","4h 59m 58s","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO-GTM-CNCTJ-ME3801-GE-0/4_5002028.TR_NNI_XXX, class: network, component: interface, country: guatemala, interface: xe-3/0/0, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-11 11:44:29 AM","2026-06-11 04:44:27 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","4h 59m 58s","No","Actions (4)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-11 11:44:29 AM","2026-06-11 04:44:27 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/2(TO-GTM-CNGTC-MPLS01-xe-3/0/3_5002097.TR_BKBN_MPLS): Zero bandwidth usage","4h 59m 58s","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO-GTM-CNGTC-MPLS01-xe-3/0/3_5002097.TR_BKBN_MPLS, class: network, component: interface, country: guatemala, interface: xe-3/0/2, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-11 11:26:28 AM","2026-06-11 04:36:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/2(TO-GTM-CNGTC-MPLS01-xe-3/0/3_5002097.TR_BKBN_MPLS): Link down","5h 10m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-GTM-CNGTC-MPLS01-xe-3/0/3_5002097.TR_BKBN_MPLS, class: network, component: interface, country: guatemala, interface: xe-3/0/2, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-11 11:26:28 AM","2026-06-11 04:36:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/0(TO-GTM-CNCTJ-ME3801-GE-0/4_5002028.TR_NNI_XXX): Link down","5h 10m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-GTM-CNCTJ-ME3801-GE-0/4_5002028.TR_NNI_XXX, class: network, component: interface, country: guatemala, interface: xe-3/0/0, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-11 11:26:28 AM","2026-06-11 04:36:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","5h 10m","No","Actions (4)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-11 11:26:28 AM","2026-06-11 04:36:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","5h 10m","No","Actions (4)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-07 10:05:34 AM","2026-06-07 10:24:30 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","18m 56s","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-07 09:46:28 AM","2026-06-07 10:26:28 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","40m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-07 09:46:28 AM","2026-06-07 10:26:28 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","40m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-06-06 02:36:28 PM","2026-06-06 04:56:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae2(TO-SLV-SNJGE-MPLS01-ae2_8011308.TR-8014872.TR_BKBN_MPLS): Link down","2h 20m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-SNJGE-MPLS01-ae2_8011308.TR-8014872.TR_BKBN_MPLS, class: network, component: interface, country: guatemala, interface: ae2, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-02 12:04:26 PM","2026-06-02 12:15:26 PM","RESOLVED","GTM-CNCTJ-MPLS01","Juniper: System status is in critical state","11m","No","Actions (4)","alerttype: health, class: network, component: health, country: guatemala, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-06-02 11:48:26 AM","2026-06-02 12:01:26 PM","RESOLVED","GTM-CNCTJ-MPLS01","Juniper: System status is in critical state","13m","No","Actions (4)","alerttype: health, class: network, component: health, country: guatemala, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-06-01 12:57:39 PM","2026-06-01 01:22:39 PM","RESOLVED","GTM-CNCTJ-MPLS01","Generic SNMP: No SNMP data collection","25m","No","Actions (4)","alerttype: availability, class: network, component: zabbixagent, country: guatemala, ip: 172.18.22.25, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"High","2026-06-01 12:52:27 PM","2026-06-01 01:21:27 PM","RESOLVED","GTM-CNCTJ-MPLS01","ICMP: Unavailable by ICMP ping","29m","Yes","Messages (1), Actions (5)","alerttype: availability, class: network, component: icmp, country: guatemala, ip: 172.18.22.25, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"Average","2026-05-30 05:34:28 PM","2026-05-30 08:04:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","2h 30m","No","Actions (4)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-30 05:26:28 PM","2026-05-30 08:16:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","2h 50m","No","Actions (4)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-30 05:26:28 PM","2026-05-30 08:16:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","2h 50m","No","Actions (4)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"High","2026-05-29 10:00:27 PM","2026-05-29 10:03:27 PM","RESOLVED","GTM-CNCTJ-MPLS01","ICMP: Unavailable by ICMP ping","3m","No","Actions (4)","alerttype: availability, class: network, component: icmp, country: guatemala, ip: 172.18.22.25, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"Warning","2026-05-29 09:40:39 PM","2026-05-29 09:41:39 PM","RESOLVED","GTM-CNCTJ-MPLS01","Generic SNMP: No SNMP data collection","1m","No","Actions (4)","alerttype: availability, class: network, component: zabbixagent, country: guatemala, ip: 172.18.22.25, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"High","2026-05-29 09:36:27 PM","2026-05-29 09:41:27 PM","RESOLVED","GTM-CNCTJ-MPLS01","ICMP: Unavailable by ICMP ping","5m","No","Actions (4)","alerttype: availability, class: network, component: icmp, country: guatemala, ip: 172.18.22.25, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"High","2026-05-29 09:07:27 PM","2026-05-29 09:10:27 PM","RESOLVED","GTM-CNCTJ-MPLS01","ICMP: Unavailable by ICMP ping","3m","No","Actions (4)","alerttype: availability, class: network, component: icmp, country: guatemala, ip: 172.18.22.25, lla: icmp, lla: pingnetwork, opgr: b2bnoc, target: snmp, template: junipermplslsp, vendor: juniper"
"Average","2026-05-28 07:54:28 AM","2026-05-28 11:14:29 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","3h 20m 1s","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-28 07:36:28 AM","2026-05-28 11:16:28 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","3h 40m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-28 07:36:28 AM","2026-05-28 11:16:28 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","3h 40m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-25 08:24:25 AM","2026-05-25 01:24:31 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","5h 6s","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-25 08:16:28 AM","2026-05-25 01:26:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","5h 10m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-25 08:16:28 AM","2026-05-25 01:26:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","5h 10m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-23 05:14:29 PM","2026-05-23 07:24:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","2h 9m 59s","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-23 05:06:27 PM","2026-05-23 07:26:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","2h 20m 1s","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-23 05:06:27 PM","2026-05-23 07:26:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","2h 20m 1s","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-20 05:34:27 AM","2026-05-20 07:54:28 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","2h 20m 1s","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-20 05:26:28 AM","2026-05-20 07:56:28 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","2h 30m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-20 05:26:28 AM","2026-05-20 07:56:28 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","2h 30m","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-19 07:44:27 PM","2026-05-20 04:34:29 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","8h 50m 2s","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-19 07:36:28 PM","2026-05-20 04:41:17 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","9h 4m 49s","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-19 07:31:19 PM","2026-05-20 04:41:17 AM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","9h 9m 58s","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-15 12:27:30 PM","2026-05-15 12:34:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ge-2/2/0(TO-NOTA-MPLS01-GE-0/1/4_5561.TR_BKBN_MPLS): High error rate (>2 for 5m)","6m 58s","No","Actions (4)","alerttype: errors, alias: TO-NOTA-MPLS01-GE-0/1/4_5561.TR_BKBN_MPLS, class: network, component: interface, country: guatemala, interface: ge-2/2/0, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-15 12:27:30 PM","2026-05-15 12:34:28 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae1(TO-NOTA-MPLS01-ae10_5561.TR-5027374.TR_BKBN_MPLS): High error rate (>2 for 5m)","6m 58s","No","Actions (4)","alerttype: errors, alias: TO-NOTA-MPLS01-ae10_5561.TR-5027374.TR_BKBN_MPLS, class: network, component: interface, country: guatemala, interface: ae1, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-10 02:00:31 AM","2026-05-10 12:09:29 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Zero bandwidth usage","10h 8m 58s","Yes","Messages (1), Actions (5)","alerttype: capacity, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-10 01:41:40 AM","2026-05-10 12:04:32 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae5(TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN): Link down","10h 22m 52s","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-ae5_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: ae5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-10 01:41:40 AM","2026-05-10 12:04:32 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface xe-3/0/3(TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN): Link down","10h 22m 52s","Yes","Messages (1), Actions (5)","alerttype: availability, alias: TO-SLV-AVNTE-MPLS01-xe-0/0/1:0_5044970.GT_BKBN, class: network, component: interface, country: guatemala, interface: xe-3/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-07 04:17:05 PM","2026-05-07 04:24:11 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ae1(TO-NOTA-MPLS01-ae10_5561.TR-5027374.TR_BKBN_MPLS): High error rate (>2 for 5m)","7m 6s","No","Actions (4)","alerttype: errors, alias: TO-NOTA-MPLS01-ae10_5561.TR-5027374.TR_BKBN_MPLS, class: network, component: interface, country: guatemala, interface: ae1, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-07 04:17:05 PM","2026-05-07 04:24:11 PM","RESOLVED","GTM-CNCTJ-MPLS01","Interface ge-2/2/0(TO-NOTA-MPLS01-GE-0/1/4_5561.TR_BKBN_MPLS): High error rate (>2 for 5m)","7m 6s","No","Actions (4)","alerttype: errors, alias: TO-NOTA-MPLS01-GE-0/1/4_5561.TR_BKBN_MPLS, class: network, component: interface, country: guatemala, interface: ge-2/2/0, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-05-04 06:58:33 PM","","PROBLEM","GTM-CNCTJ-MPLS01","Module CB 1 is in (standby) State","2M 13d 16h","No","Actions (2)","alerttype: hardware, class: network, country: guatemala, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Warning","2026-05-04 06:58:33 PM","","PROBLEM","GTM-CNCTJ-MPLS01","Module Routing Engine 1 is in (standby) State","2M 13d 16h","No","Actions (2)","alerttype: hardware, class: network, country: guatemala, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-04 06:57:44 PM","","PROBLEM","GTM-CNCTJ-MPLS01","Interface xe-3/2/5(): Zero bandwidth usage","2M 13d 16h","Yes","Messages (1), Actions (3)","alerttype: capacity, alias, class: network, component: interface, country: guatemala, interface: xe-3/2/5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-04 06:57:44 PM","","PROBLEM","GTM-CNCTJ-MPLS01","Interface xe-3/2/6(): Zero bandwidth usage","2M 13d 16h","Yes","Messages (1), Actions (3)","alerttype: capacity, alias, class: network, component: interface, country: guatemala, interface: xe-3/2/6, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-04 06:57:44 PM","","PROBLEM","GTM-CNCTJ-MPLS01","Interface xe-3/0/7(): Zero bandwidth usage","2M 13d 16h","Yes","Messages (1), Actions (3)","alerttype: capacity, alias, class: network, component: interface, country: guatemala, interface: xe-3/0/7, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-04 06:57:44 PM","","PROBLEM","GTM-CNCTJ-MPLS01","Interface xe-3/0/5(): Zero bandwidth usage","2M 13d 16h","Yes","Messages (1), Actions (3)","alerttype: capacity, alias, class: network, component: interface, country: guatemala, interface: xe-3/0/5, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-04 06:57:44 PM","","PROBLEM","GTM-CNCTJ-MPLS01","Interface xe-2/0/3(): Zero bandwidth usage","2M 13d 16h","Yes","Messages (1), Actions (3)","alerttype: capacity, alias, class: network, component: interface, country: guatemala, interface: xe-2/0/3, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-04 06:57:44 PM","","PROBLEM","GTM-CNCTJ-MPLS01","Interface xe-2/0/7(): Zero bandwidth usage","2M 13d 16h","Yes","Messages (1), Actions (3)","alerttype: capacity, alias, class: network, component: interface, country: guatemala, interface: xe-2/0/7, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
"Average","2026-05-04 06:57:44 PM","","PROBLEM","GTM-CNCTJ-MPLS01","Interface xe-2/0/8(): Zero bandwidth usage","2M 13d 16h","Yes","Messages (1), Actions (3)","alerttype: capacity, alias, class: network, component: interface, country: guatemala, interface: xe-2/0/8, ip: 172.18.22.25, opgr: b2bnoc, template: junipermplslsp, vendor: juniper"
